"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","cleantext","date","popular"
"7078","Attending #ISA2015 and interested in writing for @WarOnTheRocks? Tweet at me or DM me",FALSE,1,NA,2015-02-20 14:40:50,FALSE,NA,"568782335719510017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EvansRyan202",3,FALSE,FALSE,NA,NA,"Attending  ISA and interested in writing for   Tweet at me or DM me",2015-02-20 08:40:50,4
"7079","RT @PabloK: This bingo, for you, with all props to @lgbtqa_isa.

Today I heard ""I'd love to get my hands on your data"".

#ISA2015 http://t.…",FALSE,0,NA,2015-02-20 14:40:37,FALSE,NA,"568782277338996737",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Synno",12,TRUE,FALSE,NA,NA,"   This bingo  for you  with all props to  Today I heard  I d love to get my hands on your data   ISA ",2015-02-20 08:40:37,12
"7080","Good @EJIntSec editors meeting at #ISA2015 but so early!",FALSE,2,NA,2015-02-20 14:40:06,FALSE,NA,"568782147609341954",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DJGalbreath",0,FALSE,FALSE,NA,NA,"Good  editors meeting at  ISA but so early ",2015-02-20 08:40:06,2
"7081","RT @richmondbridge: Sometimes book covers just design themselves. @OUPAcademic could hardly have done anything else... #isa2015 http://t.co…",FALSE,0,NA,2015-02-20 14:40:00,FALSE,NA,"568782125601820673",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ButeLibrary",17,TRUE,FALSE,NA,NA,"   Sometimes book covers just design themselves   could hardly have done anything else     isa ",2015-02-20 08:40:00,17
"7082","Spending European research money on candy #ISA2015 http://t.co/0N5yOES4s8",FALSE,0,NA,2015-02-20 14:39:32,FALSE,NA,"568782008534630400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","benwagne_r",0,FALSE,FALSE,NA,NA,"Spending European research money on candy  ISA ",2015-02-20 08:39:32,0
"7083","RT @CUP_PoliSci: Congrats #ISA2015 winners! @SeverineAR @stamp @RebAdlerNissen @LJNettelfield @AudieKlotz http://t.co/knpBrMsEJY http://t.c…",FALSE,0,NA,2015-02-20 14:39:30,FALSE,NA,"568781996790566912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LJNettelfield",5,TRUE,FALSE,NA,NA,"   Congrats  ISA winners       ",2015-02-20 08:39:30,5
"7084","Good to see so many women leading #watersecurity panels at #ISA2015 ! #feministIR",FALSE,2,NA,2015-02-20 14:38:33,FALSE,NA,"568781759128559616",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","paulahanasz",1,FALSE,FALSE,NA,NA,"Good to see so many women leading  watersecurity panels at  ISA    feministIR",2015-02-20 08:38:33,3
"7085","Unable to attend #ISA2015 in person, but here's my poster with @PaulJReilly : http://t.co/d38QnYYRK7 #Google #elections #UKIP #M5S",FALSE,2,NA,2015-02-20 14:38:28,FALSE,NA,"568781739537108992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","filippotrevisan",0,FALSE,FALSE,NA,NA,"Unable to attend  ISA in person  but here s my poster with    ",2015-02-20 08:38:28,2
"7086","I speculated aloud that social scientists might do intl fieldwork by drone...lost an audience member. Pls come back! @isaicomm #isa2015",FALSE,3,NA,2015-02-20 14:38:10,FALSE,NA,"568781661808119808",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","pnhoward",2,FALSE,FALSE,NA,NA,"I speculated aloud that social scientists might do intl fieldwork by drone   lost an audience member  Pls come back    isa",2015-02-20 08:38:10,5
"7087","presenting today @isanet #ISA2015. research on ties btw religious conflict, religious repression w Jason Klocek of UC-Berkeley",FALSE,2,NA,2015-02-20 14:38:01,FALSE,NA,"568781623845466113",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","pehenne",1,FALSE,FALSE,NA,NA,"presenting today   ISA  research on ties btw religious conflict  religious repression w Jason Klocek of UC Berkeley",2015-02-20 08:38:01,3
"7088","At the #FA21 Policy Scenario on energy security. Still time to join us in Fountain; profs are playing roles and everything. #isa2015",FALSE,0,NA,2015-02-20 14:37:41,FALSE,NA,"568781540085223424",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","thedaleykate",0,FALSE,FALSE,NA,NA,"At the  FA Policy Scenario on energy security  Still time to join us in Fountain  profs are playing roles and everything   isa",2015-02-20 08:37:41,0
"7089","RT  Phil Howard pnhoward :
At drones panel with achoifitz isaicomm #isa2015",FALSE,0,NA,2015-02-20 14:36:42,FALSE,NA,"568781295653928960",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","dronemaniac",0,FALSE,FALSE,NA,NA,"  Phil Howard pnhoward  At drones panel with achoifitz isaicomm  isa",2015-02-20 08:36:42,0
"7090","Panellists are thinking about politics of 'help', 'support' and activism -from Support The Troops to volunteering w/refugees #isa2015",FALSE,1,NA,2015-02-20 14:36:39,FALSE,NA,"568781281510739968",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","richmondbridge",0,FALSE,FALSE,NA,NA,"Panellists are thinking about politics of  help    support  and activism  from Support The Troops to volunteering w refugees  isa",2015-02-20 08:36:39,1
"7091","At drones panel with @achoifitz @isaicomm #isa2015",FALSE,1,NA,2015-02-20 14:35:40,FALSE,NA,"568781032939352066",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","pnhoward",1,FALSE,FALSE,NA,NA,"At drones panel with    isa",2015-02-20 08:35:40,2
"7092","RT @dtchimp: I think 12 of the 13 other people on my three #ISA2015 panels are white men. I make that 13 of 14. Dang.",FALSE,0,NA,2015-02-20 14:35:24,FALSE,NA,"568780965897764865",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tres_hoa",13,TRUE,FALSE,NA,NA,"   I think  of the  other people on my three  ISA panels are white men  I make that  of   Dang ",2015-02-20 08:35:24,13
"7093","Appropriately for a panel where two paper titles contain hashtags, am managing to stay more or less stably connected to #isa2015 wifi...",FALSE,2,NA,2015-02-20 14:33:37,FALSE,NA,"568780519393124352",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","richmondbridge",1,FALSE,FALSE,NA,NA,"Appropriately for a panel where two paper titles contain hashtags  am managing to stay more or less stably connected to  isa wifi   ",2015-02-20 08:33:37,3
"7094","RT @isanet: @patrickamello We are offering sponsored coffee breaks at 10am and 2pm in the Exhibition Hall - http://t.co/Qwg6P7uWJQ #ISA2015",FALSE,0,NA,2015-02-20 14:33:14,FALSE,NA,"568780422198337537",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FlorianKrampe",4,TRUE,FALSE,NA,NA,"    We are offering sponsored coffee breaks at am and pm in the Exhibition Hall   ",2015-02-20 08:33:14,4
"7095","RT @CUP_PoliSci: Congrats #ISA2015 winners! @SeverineAR @stamp @RebAdlerNissen @LJNettelfield @AudieKlotz http://t.co/knpBrMsEJY http://t.c…",FALSE,0,NA,2015-02-20 14:32:14,FALSE,NA,"568780169667874816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SimonChinYee",5,TRUE,FALSE,NA,NA,"   Congrats  ISA winners       ",2015-02-20 08:32:14,5
"7096","RT @isanet: @patrickamello We are offering sponsored coffee breaks at 10am and 2pm in the Exhibition Hall - http://t.co/Qwg6P7uWJQ #ISA2015",FALSE,0,NA,2015-02-20 14:32:08,FALSE,NA,"568780142350360576",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","heathbrown",4,TRUE,FALSE,NA,NA,"    We are offering sponsored coffee breaks at am and pm in the Exhibition Hall   ",2015-02-20 08:32:08,4
"7097","@patrickamello We are offering sponsored coffee breaks at 10am and 2pm in the Exhibition Hall - http://t.co/Qwg6P7uWJQ #ISA2015",FALSE,0,"patrickamello",2015-02-20 14:31:25,FALSE,"568530376307552257","568779965715460097","2730305534","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","isanet",4,FALSE,FALSE,NA,NA," We are offering sponsored coffee breaks at am and pm in the Exhibition Hall   ",2015-02-20 08:31:25,4
"7098","RT @raulpacheco: So, for the #ISA2015 crowd, here's my post on overwork, self-care and balance in academia http://t.co/TRVTeQnm7o",FALSE,0,NA,2015-02-20 14:31:01,FALSE,NA,"568779864456757248",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","CapacityBldg4SD",7,TRUE,FALSE,NA,NA,"   So  for the  ISA crowd  here s my post on overwork  self care and balance in academia ",2015-02-20 08:31:01,7
"7099","Café au lait &amp; beignets on the  banks of the Mississippi. #ISA2015 is a contender for most delicious conference. http://t.co/IaR5khWUAa",FALSE,1,NA,2015-02-20 14:31:00,FALSE,NA,"568779858890924032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mongkoknights",0,FALSE,FALSE,"-90.06178678","29.95657912","Caf au lait  beignets on the  banks of the Mississippi   ISA is a contender for most delicious conference  ",2015-02-20 08:31:00,1
"7100","Congrats #ISA2015 winners! @SeverineAR @stamp @RebAdlerNissen @LJNettelfield @AudieKlotz http://t.co/knpBrMsEJY http://t.co/tNYMfLU6Qj",FALSE,6,NA,2015-02-20 14:31:00,FALSE,NA,"568779857343188992",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","CUP_PoliSci",5,FALSE,FALSE,NA,NA,"Congrats  ISA winners       ",2015-02-20 08:31:00,11
"7101","RT @charlicarpenter: fun bkfst w Journal of Global Security Studies team: send us your huddled manuscrpts yearning 2 breathe free of discip…",FALSE,0,NA,2015-02-20 14:30:51,FALSE,NA,"568779821469319168",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","TobiasBunde",3,TRUE,FALSE,NA,NA,"   fun bkfst w Journal of Global Security Studies team  send us your huddled manuscrpts yearning  breathe free of discip",2015-02-20 08:30:51,3
"7102","fun bkfst w Journal of Global Security Studies team: send us your huddled manuscrpts yearning 2 breathe free of disciplinary boxes #isa2015",FALSE,5,NA,2015-02-20 14:30:30,FALSE,NA,"568779732826730496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","charlicarpenter",3,FALSE,FALSE,NA,NA,"fun bkfst w Journal of Global Security Studies team  send us your huddled manuscrpts yearning  breathe free of disciplinary boxes  isa",2015-02-20 08:30:30,8
"7103","RT @instaNewOrleans: Scholar and badass Saskia Sassen being honored by a panel of five men at #ISA2015. The fir… http://t.co/2noeF8xVN7 htt…",FALSE,0,NA,2015-02-20 14:30:25,FALSE,NA,"568779713717673984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SmartRotterdam",13,TRUE,FALSE,NA,NA,"   Scholar and badass Saskia Sassen being honored by a panel of five men at  ISA  The fir ",2015-02-20 08:30:25,13
"7104","Chairing a panel on ""#Weapons: Procurement, Trade And Implications For #Security #Governance"" at #ISA2015",FALSE,0,NA,2015-02-20 14:28:35,FALSE,NA,"568779252281188352",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","mekosal",0,FALSE,FALSE,NA,NA,"Chairing a panel on   Weapons  Procurement  Trade And Implications For  Security  Governance  at  ISA",2015-02-20 08:28:35,0
"7105","@isanet #ISA2015 great weather, great discussions! http://t.co/gZ34hcDOmw",FALSE,1,"isanet",2015-02-20 14:25:29,FALSE,NA,"568778471691968512","7459282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UliTKuehn",0,FALSE,FALSE,"-90.06319766","29.94716796","  ISA great weather  great discussions  ",2015-02-20 08:25:29,1
"7106","Young graduate student talking to senior professor who is dispensing wisdom about IR theory. The scene in my hotel’s lobby #ISA2015",FALSE,2,NA,2015-02-20 14:24:52,FALSE,NA,"568778317702295552",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","raulpacheco",0,FALSE,FALSE,"0","0","Young graduate student talking to senior professor who is dispensing wisdom about IR theory  The scene in my hotels lobby  ISA",2015-02-20 08:24:52,2
"7107","Anthro concerns of protecting safety/confidentiality of research subjects, social science compromised by kinetic uses of info #ISA2015",FALSE,0,NA,2015-02-20 14:24:16,FALSE,NA,"568778163221704704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","milaficent",0,FALSE,FALSE,NA,NA,"Anthro concerns of protecting safety confidentiality of research subjects  social science compromised by kinetic uses of info  ISA",2015-02-20 08:24:16,0
"7108","Looking forward to my panel with Kelleher on small #nuclearweapons numbers @isanet #ISA2015 #NewOrleans 4pm grand saloon 7 just drop in!",FALSE,0,NA,2015-02-20 14:24:06,FALSE,NA,"568778122700689408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UliTKuehn",0,FALSE,FALSE,"-90.06317267","29.94721617","Looking forward to my panel with Kelleher on small  nuclearweapons numbers   ISA  NewOrleans pm grand saloon  just drop in ",2015-02-20 08:24:06,0
"7109","RT @dtchimp: I think 12 of the 13 other people on my three #ISA2015 panels are white men. I make that 13 of 14. Dang.",FALSE,0,NA,2015-02-20 14:23:46,FALSE,NA,"568778038139363328",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","simonasharoni",13,TRUE,FALSE,NA,NA,"   I think  of the  other people on my three  ISA panels are white men  I make that  of   Dang ",2015-02-20 08:23:46,13
"7110","RT @richmondbridge: Sometimes book covers just design themselves. @OUPAcademic could hardly have done anything else... #isa2015 http://t.co…",FALSE,0,NA,2015-02-20 14:23:34,FALSE,NA,"568777988470390785",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","canineinanity",17,TRUE,FALSE,NA,NA,"   Sometimes book covers just design themselves   could hardly have done anything else     isa ",2015-02-20 08:23:34,17
"7111","Anthropologists, intelligence, and ethics - HTS extremely controversial in anthropology, AAA strongly against #ISA2015",FALSE,0,NA,2015-02-20 14:22:26,FALSE,NA,"568777704209715200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","milaficent",0,FALSE,FALSE,NA,NA,"Anthropologists  intelligence  and ethics   HTS extremely controversial in anthropology  AAA strongly against  ISA",2015-02-20 08:22:26,0
"7112","FYI you probably want to go to every panel possible in the Hilton Compass room; you're basically in a boat on the Mississippi #ISA2015",FALSE,3,NA,2015-02-20 14:21:59,FALSE,NA,"568777590879559680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kelseypnorman",0,FALSE,FALSE,NA,NA,"FYI you probably want to go to every panel possible in the Hilton Compass room  you re basically in a boat on the Mississippi  ISA",2015-02-20 08:21:59,3
"7113","RT @Rout_PoliticsIR: @jststs editor Thomas Mahnken is at the Military Innovation roundtable at 10.30am #ISA2015: http://t.co/UldR0rV16f",FALSE,0,NA,2015-02-20 14:21:43,FALSE,NA,"568777523867324416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jststs",1,TRUE,FALSE,NA,NA,"    editor Thomas Mahnken is at the Military Innovation roundtable at  am  ISA  ",2015-02-20 08:21:43,1
"7114","RT @Rout_PoliticsIR: @ifjpglobal editor @DrLauraEsq is at the Epistemology in IR round table at 8.15am #ISA2015",FALSE,0,NA,2015-02-20 14:21:21,FALSE,NA,"568777432360214528",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","raulpacheco",0,FALSE,FALSE,"0","0","    editor  is at the Epistemology in IR round table at  am  ISA",2015-02-20 08:21:21,0
"7115","RT @dtchimp: I think 12 of the 13 other people on my three #ISA2015 panels are white men. I make that 13 of 14. Dang.",FALSE,0,NA,2015-02-20 14:21:01,FALSE,NA,"568777348830638080",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","KarenGrepin",13,TRUE,FALSE,NA,NA,"   I think  of the  other people on my three  ISA panels are white men  I make that  of   Dang ",2015-02-20 08:21:01,13
"7116",".@ProfMESmith @HiltonRiverside what really grated me was having panels in HOTEL SUITES. That was creepy. @isanet #ISA2015",FALSE,2,"ProfMESmith",2015-02-20 14:20:48,FALSE,"568773130447138816","568777292329193473","897197394","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","raulpacheco",0,FALSE,FALSE,"0","0","   what really grated me was having panels in HOTEL SUITES  That was creepy    ISA",2015-02-20 08:20:48,2
"7117","@jststs editor Thomas Mahnken is at the Military Innovation roundtable at 10.30am #ISA2015: http://t.co/UldR0rV16f",FALSE,1,"jststs",2015-02-20 14:20:24,FALSE,NA,"568777192500568064","2829356872","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Rout_PoliticsIR",1,FALSE,FALSE,NA,NA," editor Thomas Mahnken is at the Military Innovation roundtable at  am  ISA  ",2015-02-20 08:20:24,2
"7118","Another day of #ISA2015 in the beautiful city of New Orleans!!!!",FALSE,0,NA,2015-02-20 14:20:17,FALSE,NA,"568777160799883264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SmithGES",0,FALSE,FALSE,"-90.07389419","29.93781216","Another day of  ISA in the beautiful city of New Orleans    ",2015-02-20 08:20:17,0
"7119","RT @dtchimp: I think 12 of the 13 other people on my three #ISA2015 panels are white men. I make that 13 of 14. Dang.",FALSE,0,NA,2015-02-20 14:20:14,FALSE,NA,"568777147667644416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tweetsintheME",13,TRUE,FALSE,NA,NA,"   I think  of the  other people on my three  ISA panels are white men  I make that  of   Dang ",2015-02-20 08:20:14,13
"7120","RT @ProfMESmith: You can tell the @HiltonRiverside isn't coping well with #ISA2015 when the hotel coffee line is as long as the Starbucks l…",FALSE,0,NA,2015-02-20 14:19:05,FALSE,NA,"568776858453606400",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","raulpacheco",2,TRUE,FALSE,NA,NA,"   You can tell the  isn t coping well with  ISA when the hotel coffee line is as long as the Starbucks l",2015-02-20 08:19:05,2
"7121","RT @dtchimp: I think 12 of the 13 other people on my three #ISA2015 panels are white men. I make that 13 of 14. Dang.",FALSE,0,NA,2015-02-20 14:18:45,FALSE,NA,"568776775414652928",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","cherylrofer",13,TRUE,FALSE,NA,NA,"   I think  of the  other people on my three  ISA panels are white men  I make that  of   Dang ",2015-02-20 08:18:45,13
"7122","Oh Will :( RT @wyoumans: Surprisingly huge turnout for my 8 AM panel in New Orleans. #ISA2015 http://t.co/22R6F3BGT5",FALSE,4,NA,2015-02-20 14:18:43,FALSE,NA,"568776766547988480",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","raulpacheco",0,FALSE,FALSE,"0","0","Oh Will       Surprisingly huge turnout for my  AM panel in New Orleans   ISA ",2015-02-20 08:18:43,4
"7123","RT @instaNewOrleans: Scholar and badass Saskia Sassen being honored by a panel of five men at #ISA2015. The fir… http://t.co/2noeF8xVN7 htt…",FALSE,0,NA,2015-02-20 14:18:36,FALSE,NA,"568776740362956800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","osfa_11",13,TRUE,FALSE,NA,NA,"   Scholar and badass Saskia Sassen being honored by a panel of five men at  ISA  The fir ",2015-02-20 08:18:36,13
"7124","I think 12 of the 13 other people on my three #ISA2015 panels are white men. I make that 13 of 14. Dang.",FALSE,12,NA,2015-02-20 14:18:26,FALSE,NA,"568776694581972992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dtchimp",13,FALSE,FALSE,NA,NA,"I think  of the  other people on my three  ISA panels are white men  I make that  of   Dang ",2015-02-20 08:18:26,25
"7125","RT @instaNewOrleans: Scholar and badass Saskia Sassen being honored by a panel of five men at #ISA2015. The fir… http://t.co/2noeF8xVN7 htt…",FALSE,0,NA,2015-02-20 14:17:30,FALSE,NA,"568776460774838272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mazzettam",13,TRUE,FALSE,NA,NA,"   Scholar and badass Saskia Sassen being honored by a panel of five men at  ISA  The fir ",2015-02-20 08:17:30,13
"7126","RT @MsAMR25: Will anyone at  #ISA2015 be live tweeting any of the #rubyseries panels ?",FALSE,0,NA,2015-02-20 14:17:29,FALSE,NA,"568776458015014913",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","susannahast",4,TRUE,FALSE,NA,NA,"   Will anyone at   ISA be live tweeting any of the  rubyseries panels  ",2015-02-20 08:17:29,4
"7127","@milaficent I’ve given up on the possibility of obtaining a coffee at #ISA2015 @isanet although grateful for sponsored coffee breaks!",FALSE,1,"milaficent",2015-02-20 14:17:21,FALSE,"568776062953349121","568776425932767233","21924217","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","raulpacheco",0,FALSE,FALSE,"0","0"," Ive given up on the possibility of obtaining a coffee at  ISA  although grateful for sponsored coffee breaks ",2015-02-20 08:17:21,1
"7128","RT @ftgs_isa: Friday afternoon FTGS #ISA2015 panels are: #FC19, #FC27, #FC55, #FC61, #FC72, #FC74, #FD36, #FD46, #FD57, #FD59.",FALSE,0,NA,2015-02-20 14:16:43,FALSE,NA,"568776264800022528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SophiaPrice5",6,TRUE,FALSE,NA,NA,"   Friday afternoon FTGS  ISA panels are   FC   FC   FC   FC   FC   FC   FD   FD   FD   FD ",2015-02-20 08:16:43,6
"7129","RT @milaficent: #ISA2015 has made me profoundly grateful that my caffeinated poison of choice is Diet Coke, not coffee",FALSE,0,NA,2015-02-20 14:16:36,FALSE,NA,"568776236610265088",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","raulpacheco",1,TRUE,FALSE,NA,NA,"    ISA has made me profoundly grateful that my caffeinated poison of choice is Diet Coke  not coffee",2015-02-20 08:16:36,1
"7130","The CCB team had a great time at the #ISA2015 trade show yesterday! Shout out to @eastern-eng for the coolest booth! http://t.co/lqmaXCNCQk",FALSE,1,NA,2015-02-20 14:16:21,FALSE,NA,"568776173259505664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CharlesCBrandt",0,FALSE,FALSE,NA,NA,"The CCB team had a great time at the  ISA trade show yesterday  Shout out to  eng for the coolest booth  ",2015-02-20 08:16:21,1
"7131","#ISA2015 has made me profoundly grateful that my caffeinated poison of choice is Diet Coke, not coffee",FALSE,2,NA,2015-02-20 14:15:55,FALSE,NA,"568776062953349121",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","milaficent",1,FALSE,FALSE,NA,NA," ISA has made me profoundly grateful that my caffeinated poison of choice is Diet Coke  not coffee",2015-02-20 08:15:55,3
"7132","#ISA2015 Does anyone know a Wifi-password for today?",FALSE,0,NA,2015-02-20 14:15:49,FALSE,NA,"568776037011722240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gphofmann",0,FALSE,FALSE,NA,NA," ISA Does anyone know a Wifi password for today ",2015-02-20 08:15:49,0
"7133","RT @ATRWibben: There's a new @Ifjpglobal website http://t.co/JKzsFer70C that was just launched at the #ISA2015 @ftgs_isa @lgbtqa_isa &amp; WCIS…",FALSE,0,NA,2015-02-20 14:15:24,FALSE,NA,"568775932711964672",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","simonasharoni",12,TRUE,FALSE,NA,NA,"   There s a new  website ",2015-02-20 08:15:24,12
"7134","RT @instaNewOrleans: Scholar and badass Saskia Sassen being honored by a panel of five men at #ISA2015. The fir… http://t.co/2noeF8xVN7 htt…",FALSE,0,NA,2015-02-20 14:14:35,FALSE,NA,"568775729833500672",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","vtahhan",13,TRUE,FALSE,NA,NA,"   Scholar and badass Saskia Sassen being honored by a panel of five men at  ISA  The fir ",2015-02-20 08:14:35,13
"7135","RT @felixhaass: Congrats everyone! @smsaideman: The Duckies winners off #isa2015: @monkeycageblog @dhnexon @dtchimp @amaddenhodgkins http:/…",FALSE,0,NA,2015-02-20 14:13:39,FALSE,NA,"568775491106312192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gphofmann",4,TRUE,FALSE,NA,NA,"   Congrats everyone    The Duckies winners off  isa      ",2015-02-20 08:13:39,4
"7136","RT @instaNewOrleans: Scholar and badass Saskia Sassen being honored by a panel of five men at #ISA2015. The fir… http://t.co/2noeF8xVN7 htt…",FALSE,0,NA,2015-02-20 14:13:14,FALSE,NA,"568775387121115136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SaskiaSassen",13,TRUE,FALSE,NA,NA,"   Scholar and badass Saskia Sassen being honored by a panel of five men at  ISA  The fir ",2015-02-20 08:13:14,13
"7137","So many amazing panels at 8am today! Running back &amp; forth between FA15 (my true love) &amp; FA56 w/ @CChristineFair (my Twitter love) #ISA2015",FALSE,2,NA,2015-02-20 14:12:48,FALSE,NA,"568775280350744576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","milaficent",0,FALSE,FALSE,NA,NA,"So many amazing panels at am today  Running back  forth between FA  my true love   FA w    my Twitter love   ISA",2015-02-20 08:12:48,2
"7138","Delighted that Clinton's Grand Strategy is front &amp; centre on @BloomsburyAcad stand at #ISA2015 so go grab a copy! http://t.co/yctYo2d7ug",FALSE,2,NA,2015-02-20 14:12:20,FALSE,NA,"568775163464036352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jamesdboys",0,FALSE,FALSE,NA,NA,"Delighted that Clinton s Grand Strategy is front  centre on  stand at  ISA so go grab a copy  ",2015-02-20 08:12:20,2
"7139","On my way to #ISA2015 !",FALSE,1,NA,2015-02-20 14:12:12,FALSE,NA,"568775127997014016",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","drfarls",0,FALSE,FALSE,NA,NA,"On my way to  ISA  ",2015-02-20 08:12:12,1
"7140","RT @DrMalteBrosig: Jam packed room #ISA2015 :-) http://t.co/iILLXOGsfK",FALSE,0,NA,2015-02-20 14:10:44,FALSE,NA,"568774759170899968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gphofmann",3,TRUE,FALSE,NA,NA,"   Jam packed room  ISA     ",2015-02-20 08:10:44,3
